"","job","children","age","income","marital","churn"
"1793",1,0,75,18189.38,0,1
"1794",1,0,67,61039.69,1,1
"1795",1,2,29,60671.21,1,0
"1796",1,4,26,21393.98,0,0
"1797",1,3,38,31369.76,0,1
"1798",1,8,20,37741.16,0,0
"1799",1,2,60,27353.22,0,0
"1800",1,1,65,20872.03,0,1
"1801",1,1,36,87308.01,1,0
"1802",1,3,79,37198.61,0,1
"1803",1,1,68,28837.52,0,0
"1804",1,3,29,48675.51,0,1
"1805",1,4,87,53420.34,0,0
"1806",1,1,34,26175.68,0,1
"1807",1,0,22,84232.11,1,0
"1808",1,5,20,23660.7,0,1
"1809",1,0,33,45404.63,1,0
"1810",1,1,75,5418.19,0,1
"1811",1,3,86,25428.86,0,0
"1812",1,0,68,21087.24,0,1
"1813",1,1,60,36174.84,1,0
"1814",1,0,25,21795.9,1,0
"1815",1,0,39,47285.08,0,0
"1816",1,0,27,45429.68,1,0
"1817",1,1,25,12234.89,1,0
"1818",1,1,44,46705.86,0,0
"1819",1,0,65,11523.97,1,1
"1820",1,2,73,19534.42,0,0
"1821",1,1,48,82629.53,0,0
"1822",1,4,39,28420.39,0,0
"1823",1,1,55,81413.71,0,0
"1824",1,4,71,69506.73,0,0
"1825",1,3,44,15944.32,0,1
"1826",1,1,35,38328.57,0,1
"1827",1,3,40,82560.95,0,1
"1828",1,0,34,37667.37,0,1
"1829",1,4,35,89752.5,0,1
"1830",1,1,59,24958.97,0,1
"1831",1,3,73,51848.11,1,1
"1832",1,4,88,32443.11,0,1
"1833",1,1,34,76175.36,0,0
"1834",1,1,67,24946.75,1,0
"1835",1,0,51,86039.43,0,0
"1836",1,4,26,18620.79,0,0
"1837",1,1,45,19224.29,1,0
"1838",1,0,52,22433.84,1,1
"1839",1,0,25,27130.52,0,1
"1840",1,1,60,39874.59,0,0
"1841",1,9,83,61265.29,0,0
"1842",1,0,25,89524.54,0,0
"1843",1,6,58,13969.34,0,0
"1844",1,0,64,4109.01,1,0
"1845",1,2,74,93637.19,0,0
"1846",1,3,27,43133.76,0,1
"1847",1,1,51,45245.92,0,0
"1848",1,0,59,36034.73,0,1
"1849",1,0,78,11667.32,1,1
"1850",1,2,36,25598.66,0,0
"1851",1,0,84,96624.28,1,1
"1852",1,1,42,36705.32,0,0
"1853",1,1,75,68430.88,0,0
"1854",1,0,39,26838.3,0,1
"1855",1,0,75,20768.72,1,0
"1856",1,3,57,14032.23,0,0
"1857",1,4,35,30110.14,0,0
"1858",1,3,52,46272.07,0,1
"1859",1,4,66,39933.38,0,0
"1860",1,0,24,9964.37,1,0
"1861",1,4,23,25447.24,0,1
"1862",1,0,54,72841.97,1,0
"1863",1,4,81,1441.97,0,0
"1864",1,3,21,23134.96,1,0
"1865",1,1,47,36250.96,0,1
"1866",1,4,47,15395.09,0,0
"1867",1,2,57,14379.3,0,0
"1868",1,6,19,57776.5,1,0
"1869",1,7,52,57622.01,0,1
"1870",1,5,84,19430.58,0,0
"1871",1,3,80,42920.9,0,1
"1872",1,3,58,69004.81,0,0
"1873",1,2,61,13805.45,0,1
"1874",1,4,47,1753.08,0,1
"1875",1,3,55,55200.2,0,1
"1876",1,3,89,4592.51,0,0
"1877",1,1,81,9582.53,0,1
"1878",1,3,81,21599.91,0,0
"1879",1,1,43,80120.44,1,1
"1880",1,4,84,67228.71,0,1
"1881",1,0,57,18651.96,0,1
"1882",1,2,73,97463.9,0,0
"1883",1,4,37,14638.17,0,1
"1884",1,0,86,24371.34,0,0
"1885",1,0,40,46974.79,0,0
"1886",1,3,62,49939.39,1,1
"1887",1,1,69,10584.2,1,0
"1888",1,1,20,46984.61,0,0
"1889",1,1,86,48971.18,0,0
"1890",1,1,82,7723.17,0,1
"1891",1,0,49,72997.73,0,1
"1892",1,5,68,55593.6,1,1
"1893",1,3,66,28096.83,0,1
"1894",1,1,29,10887.66,0,0
"1895",1,1,20,147436.94,0,0
"1896",1,2,53,77658.11,0,1
"1897",1,1,27,740.66,0,0
"1898",1,0,56,61901.7,1,1
"1899",1,8,34,54246.36,0,0
"1900",1,4,37,19523.69,0,0
"1901",1,4,82,17526.85,0,1
"1902",1,2,57,21062.25,1,0
"1903",1,2,45,31766.78,1,1
"1904",1,3,27,24045.19,1,0
"1905",1,4,21,37455.48,0,1
"1906",1,0,66,94655.92,0,0
"1907",1,3,51,19982.5,0,1
"1908",1,1,30,100033.86,1,1
"1909",1,1,25,152172.92,0,1
"1910",1,1,53,18038.36,0,0
"1911",1,5,79,33297.61,0,1
"1912",1,3,41,80430.99,0,1
"1913",1,3,63,15423.53,0,0
"1914",1,2,70,8465.02,1,0
"1915",1,0,58,23107.22,0,1
"1916",1,1,63,65329.46,0,1
"1917",1,0,46,12650.67,0,0
"1918",1,3,89,99787.78,0,0
"1919",1,2,49,53320.93,0,0
"1920",1,0,30,116888.77,0,1
"1921",1,0,86,22840.68,1,1
"1922",1,7,28,29742.47,0,1
"1923",1,2,56,22139.13,1,1
"1924",1,4,80,26760.18,1,0
"1925",1,5,28,23613.85,0,1
"1926",1,3,53,38691.84,1,0
"1927",1,3,86,39163.32,0,0
"1928",1,3,27,8539.27,1,0
"1929",1,1,77,17054.95,0,0
"1930",1,5,85,68237.79,0,0
"1931",1,2,47,23101.13,1,1
"1932",1,1,57,49323.19,0,0
"1933",1,2,51,32459.53,1,1
"1934",1,4,37,43765.92,0,0
"1935",1,3,32,91605.19,0,1
"1936",1,1,55,34978.09,0,1
"1937",1,2,69,115594.58,0,1
"1938",1,1,24,137589.2,0,0
"1939",1,4,79,10349.38,0,1
"1940",1,2,64,9324.27,0,0
"1941",1,4,26,23026.89,0,1
"1942",1,0,60,13719.94,0,1
"1943",1,0,69,47635.23,0,0
"1944",1,1,37,49270.7,0,1
"1945",1,2,65,8982.13,0,0
"1946",1,0,70,30593.51,0,0
"1947",1,3,81,8507.14,0,0
"1948",1,0,42,21084.49,0,0
"1949",1,3,55,99199.26,0,0
"1950",1,4,21,32720.43,1,1
"1951",1,1,30,8228.16,0,1
"1952",1,9,86,29966.23,0,1
"1953",1,3,81,96126.76,0,0
"1954",1,3,81,10907.78,1,1
"1955",1,3,19,37816.75,0,0
"1956",1,1,41,20429.65,1,0
"1957",1,2,76,72927.6,0,0
"1958",1,2,70,12895.65,0,1
"1959",1,1,22,29653.48,0,1
"1960",1,1,41,84185.38,0,0
"1961",1,2,32,15369.78,0,0
"1962",1,2,54,45577.26,0,1
"1963",1,1,57,19992.77,0,1
"1964",1,4,72,38137.48,1,0
"1965",1,2,48,17762.55,1,0
"1966",1,1,46,18493.34,0,1
"1967",1,0,41,43296.9,1,1
"1968",1,1,64,17172.32,0,0
"1969",1,0,62,27687.94,0,1
"1970",1,0,44,29613.46,0,0
"1971",1,1,86,20926.46,1,0
"1972",1,0,36,9758.3,1,1
"1973",1,3,66,24805.02,0,1
"1974",1,3,54,31324.12,0,0
"1975",1,1,63,45562.92,0,1
"1976",1,1,59,35226.26,0,0
"1977",1,0,65,54561.94,0,1
"1978",1,1,48,9202.1,0,0
"1979",1,1,49,27720,0,0
"1980",1,0,35,33748.05,1,0
"1981",1,2,87,83416.9,0,1
"1982",1,0,60,67448.07,0,0
"1983",1,0,82,17105.07,1,0
"1984",1,0,45,48915.51,0,0
"1985",1,2,44,32992.62,0,0
"1986",1,5,19,45631.91,0,1
"1987",1,3,37,26049.03,0,0
"1988",1,0,19,9545.58,0,1
"1989",1,1,70,24717.71,0,0
"1990",1,0,51,28162.54,0,1
"1991",1,0,71,33318.12,0,1
"1992",1,3,30,56817.96,0,1
"1993",1,1,27,15762.57,0,0
"1994",1,0,36,16584.03,0,1
"1995",1,2,76,3666.35,0,0
"1996",1,1,47,34264.02,1,0
"1997",1,0,26,20680.56,1,1
"1998",1,2,31,64242.12,0,1
"1999",1,0,34,13655.62,0,0
"2000",1,0,56,23805.49,1,1
"2001",1,3,44,74915.44,0,1
"2002",1,1,62,17386,1,1
"2003",1,0,39,8809.37,0,0
"2004",1,0,29,29856.65,0,1
"2005",1,5,49,84914.28,0,1
"2006",1,0,18,19789.59,0,0
"2007",1,4,19,19091.73,1,0
"2008",1,1,43,30898.32,0,1
"2009",1,3,28,60536.56,0,1
"2010",1,3,86,65062.28,0,1
"2011",1,4,70,10305.73,0,1
"2012",1,1,79,36381.36,0,0
"2013",1,3,84,23978.67,0,1
"2014",1,8,46,68557.22,0,0
"2015",1,8,29,16367.17,1,1
"2016",1,5,55,10315.72,0,1
"2017",1,4,86,40783.52,1,1
"2018",1,3,26,19920.22,0,1
"2019",1,2,79,80176.6,1,1
"2020",1,2,72,8803.4,0,0
"2021",1,1,34,76063.08,0,0
"2022",1,1,45,50159.71,0,0
"2023",1,0,31,29467.49,0,0
"2024",1,1,20,28790.92,0,0
"2025",1,3,80,44485.5,0,0
"2026",1,6,77,40939.24,0,1
"2027",1,1,44,61142.96,0,1
"2028",1,8,73,72734.86,0,1
"2029",1,1,45,74948.35,0,1
"2030",1,1,53,45693.25,1,1
"2031",1,3,20,25686.47,0,0
"2032",1,4,85,3640.46,0,0
"2033",1,3,28,68631.52,0,0
"2034",1,3,68,55306.54,0,0
"2035",1,7,18,32058.65,0,1
"2036",1,8,82,98366.83,0,0
"2037",1,0,28,10533.21,1,1
"2038",1,0,29,68487.6,0,1
"2039",1,1,54,10879.84,1,0
"2040",1,4,67,29149.35,0,0
"2041",1,0,28,20185.24,0,0
"2042",1,1,84,43121.53,0,0
"2043",1,1,68,53952.59,0,1
"2044",1,0,34,37794.12,0,1
"2045",1,1,21,101907.8,1,1
"2046",1,1,44,24218.05,0,0
"2047",1,0,54,32075.69,0,1
"2048",1,0,30,12429.48,1,0
"2049",1,0,48,39939.55,0,0
"2050",1,1,51,34531.07,0,1
"2051",1,4,60,14646.58,1,1
"2052",1,0,50,630.24,0,0
"2053",1,2,87,48476.58,1,1
"2054",1,1,44,7591.68,0,0
"2055",1,1,82,9829.71,0,0
"2056",1,2,29,6923.8,0,0
"2057",1,3,23,99291.94,1,0
"2058",1,4,44,18610.56,1,0
"2059",1,1,68,22745.33,1,0
"2060",1,2,75,14987.31,0,1
"2061",1,2,31,54531.53,0,1
"2062",1,4,78,22067.94,0,0
"2063",1,0,64,10440.87,0,0
"2064",1,4,46,38257.1,1,0
"2065",1,1,23,8626.93,1,0
"2066",1,1,77,41169.69,1,1
"2067",1,3,63,51251.22,0,0
"2068",1,0,32,53267.14,0,0
"2069",1,0,42,47320.46,0,0
"2070",1,1,46,67172.04,0,0
"2071",1,3,55,15872.85,0,1
"2072",1,1,60,26385.01,0,0
"2073",1,1,36,30575.77,1,1
"2074",1,0,49,127881,0,0
"2075",1,2,26,52199.89,0,0
"2076",1,4,32,44236.12,0,0
"2077",1,5,67,48112.75,1,0
"2078",1,8,67,16944.5,1,1
"2079",1,1,36,60384.01,0,0
"2080",1,1,68,116572.3,0,1
"2081",1,3,67,10516.36,0,1
"2082",1,2,67,41867.94,1,0
"2083",1,0,52,16827.22,0,1
"2084",1,2,77,86877.95,0,1
"2085",1,1,36,45268.54,0,1
"2086",1,1,48,60555.18,0,1
"2087",1,0,25,21951.91,0,1
"2088",1,3,63,15468.51,1,0
"2089",1,1,19,10120.05,0,1
"2090",1,0,39,2715.32,1,0
"2091",1,4,44,100861.7,0,0
"2092",1,2,47,27938.89,0,0
"2093",1,0,71,41676.3,0,1
"2094",1,8,19,48821.75,0,0
"2095",1,8,70,29246.74,0,0
"2096",1,1,72,61915.61,0,1
"2097",1,5,34,115414.9,0,1
"2098",1,4,76,38228.16,0,1
"2099",1,3,30,17492.71,0,1
"2100",1,1,60,19410.35,0,1
"2101",1,4,59,4425.26,1,0
"2102",1,0,60,13909.89,0,1
"2103",1,1,55,53954.51,0,0
"2104",1,0,36,65731.64,0,0
"2105",1,0,57,13929.56,0,1
"2106",1,1,49,41181.43,0,1
"2107",1,1,83,30997.05,0,1
"2108",1,5,77,53235.48,0,1
"2109",1,3,29,34098.95,0,0
"2110",1,1,62,38302.75,0,1
"2111",1,1,84,34604.65,1,1
"2112",1,3,44,23646.52,0,1
"2113",1,3,37,101807.8,0,1
"2114",1,7,19,48531.85,0,1
"2115",1,5,78,103435.7,1,1
"2116",1,4,83,7521.18,0,1
"2117",1,4,41,6740.05,0,0
"2118",1,2,23,78026.55,0,1
"2119",1,3,53,9790.18,0,1
"2120",1,4,67,40978.57,0,1
"2121",1,0,88,83234.64,0,0
"2122",1,2,77,29681.02,0,0
"2123",1,1,43,66031.23,0,0
"2124",1,1,73,146782.3,0,0
"2125",1,3,45,31486.98,1,0
"2126",1,3,57,21482.85,1,0
"2127",1,4,36,42345,1,1
"2128",1,0,69,40134.85,0,1
"2129",1,8,30,54713.59,0,0
"2130",1,3,44,68269.35,0,1
"2131",1,0,25,22823.11,0,1
"2132",1,3,31,61362.22,1,1
"2133",1,1,64,36887.34,0,1
"2134",1,3,48,50354.57,0,0
"2135",1,4,31,14048.76,1,1
"2136",1,0,22,67252.64,0,1
"2137",1,1,57,35925.24,0,1
"2138",1,1,23,25895.26,1,0
"2139",1,1,52,31637.52,0,1
"2140",1,3,69,84810.48,1,0
"2141",1,3,61,18708.42,1,0
"2142",1,1,84,68822.79,0,1
"2143",1,6,54,64945.46,0,1
"2144",1,0,67,50160.82,0,1
"2145",1,1,40,22622.48,0,1
"2146",1,8,37,53358.81,0,1
"2147",1,1,29,30303.35,0,1
"2148",1,2,23,27135,1,0
"2149",1,1,36,21345.51,0,0
"2150",1,8,76,22626.3,0,1
"2151",1,1,87,36532.31,0,1
"2152",1,1,51,42912.49,0,0
"2153",1,1,25,4855.88,0,0
"2154",1,0,40,30543.93,0,0
"2155",1,8,30,19284.89,0,1
"2156",1,4,19,44107,0,0
"2157",1,2,21,32849.77,0,0
"2158",1,0,65,4795.94,1,1
"2159",1,0,51,44034.11,1,1
"2160",1,1,86,55836.3,0,1
"2161",1,1,52,7321.37,0,1
"2162",1,1,68,70673.64,0,0
"2163",1,1,89,62998.7,0,1
"2164",1,0,18,60751.35,1,1
"2165",1,2,33,26284.13,0,1
"2166",1,3,58,64117.45,0,0
"2167",1,3,65,23691.5,0,1
"2168",1,1,86,17274.61,0,1
"2169",1,0,80,52089.36,0,0
"2170",1,1,86,44186.7,0,1
"2171",1,0,44,102090.5,0,1
"2172",1,8,45,39569.58,1,0
"2173",1,0,53,4033.46,0,1
"2174",1,2,35,11970.69,0,1
"2175",1,0,60,18205.32,1,1
"2176",1,2,71,26012.53,1,0
"2177",1,0,70,27386.37,0,0
"2178",1,0,46,24728.28,0,0
"2179",1,1,64,47079.18,0,1
"2180",1,10,44,38310.04,0,0
"2181",1,6,21,35022.32,1,0
"2182",1,3,26,27252.38,0,1
"2183",1,0,75,72603.49,0,0
"2184",1,0,81,1179.53,0,1
"2185",1,4,27,78989.36,0,1
"2186",1,4,75,36649.03,0,0
"2187",1,4,19,65762.88,0,0
"2188",1,1,47,42200.98,0,0
"2189",1,0,81,3456.77,0,1
"2190",1,1,43,9011.25,0,1
"2191",1,0,83,104548.7,0,1
"2192",1,0,22,36224.99,0,0
"2193",1,1,59,52409.75,0,1
"2194",1,4,81,42530.46,1,1
"2195",1,0,81,25761.05,0,1
"2196",1,2,26,61145.59,0,0
"2197",1,1,67,91825.37,0,0
"2198",1,3,19,44080,1,0
"2199",1,1,24,18445.73,0,1
"2200",1,9,82,30801.14,0,0
"2201",1,1,26,45814.19,0,0
"2202",1,0,80,49276.44,0,0
"2203",1,1,89,98189.95,1,1
"2204",1,8,19,24364.42,0,1
"2205",1,6,20,18199.63,1,1
"2206",1,2,60,38683.31,0,0
"2207",1,1,86,18593.16,0,0
"2208",1,2,35,21302.74,0,0
"2209",1,3,47,16752.3,0,1
"2210",1,10,41,11359.36,0,0
"2211",1,0,41,75769.12,0,0
"2212",1,0,40,51427.43,0,0
"2213",1,1,28,65499.28,0,0
"2214",1,2,40,38914.87,0,0
"2215",1,7,60,44522.71,0,0
"2216",1,1,61,13622.45,0,1
"2217",1,3,70,26894.86,0,1
"2218",1,0,39,33598.53,0,0
"2219",1,1,32,4032.31,0,0
"2220",1,0,28,32731.53,1,1
"2221",1,2,29,33578.92,0,0
"2222",1,0,83,58563.96,0,0
"2223",1,3,73,60432.79,0,0
"2224",1,2,33,9774.33,0,0
"2225",1,3,46,60537.01,0,1
"2226",1,0,66,72382.94,0,1
"2227",1,3,45,24324.5,0,1
"2228",1,4,33,37615.69,0,0
"2229",1,2,24,36024.36,0,1
"2230",1,6,49,11247.19,1,0
"2231",1,0,59,8233.96,0,1
"2232",1,1,19,48228.96,0,1
"2233",1,4,70,16662.12,0,1
"2234",1,2,48,35433.48,0,0
"2235",1,4,74,34422.88,0,1
"2236",1,4,32,25712.78,0,0
"2237",1,0,52,70459.21,0,1
"2238",1,0,58,33109.91,1,0
"2239",1,0,44,18086,0,0
"2240",1,4,83,43598.48,1,0
"2241",1,2,76,1476.14,1,0
"2242",1,1,81,52085.92,0,1
"2243",1,0,66,24165.59,0,1
"2244",1,2,28,21391.97,0,1
"2245",1,0,83,52417.3,1,0
"2246",1,5,60,44650.63,0,1
"2247",1,1,18,36555.15,0,0
"2248",1,4,63,38794.93,0,0
"2249",1,2,57,45161.45,0,1
"2250",1,1,48,6975.47,0,0
"2251",1,1,47,49799.5,0,1
"2252",1,3,77,18868.46,1,0
"2253",1,8,77,80750.15,0,1
"2254",1,0,71,5846.29,0,0
"2255",1,3,74,18527.27,0,0
"2256",1,0,39,15635.66,0,1
"2257",1,0,45,12233.26,0,0
"2258",1,2,23,33976.92,0,1
"2259",1,0,33,6288.9,0,0
"2260",1,1,78,11520.48,0,1
"2261",1,5,64,16359.9,0,0
"2262",1,2,62,33860.71,0,1
"2263",1,3,26,41037.45,0,1
"2264",1,1,25,32479.8,0,0
"2265",1,4,63,39653.8,0,0
"2266",1,2,21,11075.25,0,1
"2267",1,3,62,17947.55,1,0
"2268",1,3,74,20698.04,0,0
"2269",1,3,22,3109.66,0,1
"2270",1,4,26,16592.25,0,0
"2271",1,1,86,43824.26,1,1
"2272",1,0,18,81110.33,0,1
"2273",1,2,79,14493.59,0,1
"2274",1,8,81,50836.65,0,1
"2275",1,0,78,79369.7,1,0
"2276",1,1,18,2995.33,0,1
"2277",1,1,57,6707.83,1,0
"2278",1,1,51,12076.88,0,0
"2279",1,3,35,81564.77,0,0
"2280",1,2,25,28965.25,0,0
"2281",1,0,57,44819.67,0,0
"2282",1,0,82,29906.71,0,1
"2283",1,2,29,14406.17,0,0
"2284",1,0,58,46986.55,1,0
"2285",1,0,60,20029.65,0,0
"2286",1,10,85,64074.31,1,1
"2287",1,2,74,26838.78,0,1
"2288",1,4,21,66758.56,0,1
"2289",1,0,67,91903.25,0,0
"2290",1,0,43,41398.21,0,0
"2291",1,1,46,53245.7,0,1
"2292",1,1,26,7011.67,0,0
"2293",1,0,47,19387.14,0,0
"2294",1,5,86,18450.35,0,0
"2295",1,3,26,113438.3,0,1
"2296",1,0,32,34247.55,0,1
"2297",1,0,81,34411.96,0,0
"2298",1,2,48,28861.44,0,1
"2299",1,2,43,31221.21,0,1
"2300",1,2,83,63900.46,0,0
"2301",1,1,85,7514.44,0,0
"2302",1,3,38,22570.85,1,1
"2303",1,0,67,1980.3,0,1
"2304",1,1,55,50428.1,1,1
"2305",1,2,53,34994.57,0,1
"2306",1,3,52,63289.55,0,0
"2307",1,3,63,55474.66,0,0
"2308",1,3,29,20821.39,0,1
"2309",1,0,81,2991.27,0,1
"2310",1,1,82,22935.07,0,0
"2311",1,0,83,46635.98,0,1
"2312",1,1,68,54639.21,0,1
"2313",1,3,53,11926.59,0,1
"2314",1,3,49,46256.13,0,1
"2315",1,0,33,56003,0,1
"2316",1,1,49,6754.78,0,0
"2317",1,6,43,38691.98,0,1
"2318",1,4,69,14924.39,0,1
"2319",1,2,19,18088.03,0,1
"2320",1,2,87,20648.53,0,0
"2321",1,3,22,34628.88,1,0
"2322",1,1,70,54250.18,0,0
"2323",1,4,80,111971.9,1,1
"2324",1,3,60,34515.01,1,1
"2325",1,0,58,9352.62,0,0
"2326",1,1,32,27727,1,0
"2327",1,1,40,26064.31,0,1
"2328",1,0,47,49233.98,0,1
"2329",1,2,73,12610.41,0,1
"2330",1,4,40,37475.72,0,1
"2331",1,0,74,23302.39,0,0
"2332",1,0,46,23511.45,0,0
"2333",1,1,60,59560.13,0,1
"2334",1,1,56,25996.36,0,0
"2335",1,1,55,13814.44,1,0
"2336",1,0,25,39681.63,0,1
"2337",1,0,82,47185.23,0,1
"2338",1,0,51,13564.03,0,0
"2339",1,0,30,15693.82,0,0
"2340",1,1,83,137119.7,0,0
"2341",1,2,63,37749.42,1,1
"2342",1,0,71,24002.4,0,1
"2343",1,2,38,17758.1,0,1
"2344",1,6,32,31534.3,0,1
"2345",1,0,32,5365.64,1,0
"2346",1,2,40,10986.24,0,0
"2347",1,2,45,4280.65,0,0
"2348",1,0,51,10684.8,0,0
"2349",1,1,30,40410.46,0,1
"2350",1,5,42,47987.84,0,1
"2351",1,4,75,59885.19,0,0
"2352",1,4,82,60271.58,1,1
"2353",1,10,64,143972.7,1,1
"2354",1,1,66,81586.06,1,1
"2355",1,0,55,34844.99,1,0
"2356",1,2,86,143217.5,0,0
"2357",1,4,49,64697.57,0,0
"2358",1,7,68,15053.56,0,0
"2359",1,1,23,116086.2,0,0
"2360",1,2,50,49782.7,0,0
"2361",1,3,53,134691.3,0,0
"2362",1,2,85,15715.88,0,1
"2363",1,3,68,34688.33,1,0
"2364",1,3,80,29367.86,0,1
"2365",1,1,27,23438.89,0,1
"2366",1,0,62,24908.78,0,1
"2367",1,0,29,38009.71,0,1
"2368",1,4,40,27403.44,0,1
"2369",1,0,67,11720.58,0,0
"2370",1,2,66,49271.35,1,1
"2371",1,3,36,64284.53,0,1
"2372",1,3,24,46676.42,0,1
"2373",1,3,89,9532.02,1,0
"2374",1,4,89,14428.38,0,1
"2375",1,0,32,90075.68,0,1
"2376",1,2,82,38069.49,0,0
"2377",1,1,55,10263.33,0,0
"2378",1,0,19,43839.96,0,1
"2379",1,2,47,38886.05,0,1
"2380",1,0,48,26524.78,1,1
"2381",1,0,72,64719.02,0,0
"2382",1,1,67,31935.51,0,1
"2383",1,3,57,47060.9,0,0
"2384",1,0,84,23031.18,0,0
"2385",1,2,72,7079.02,0,0
"2386",1,2,36,38883.92,0,1
"2387",1,1,44,23066.29,0,0
"2388",1,8,65,30013.52,1,0
"2389",1,1,58,37869.23,0,0
"2390",1,1,28,57329.53,1,1
"2391",1,2,37,8408.2,0,0
"2392",1,0,26,56488.39,0,1
"2393",1,1,67,30806.08,0,0
"2394",1,3,30,12245.9,0,1
"2395",1,1,20,77894.5,0,0
"2396",1,3,39,65472.96,0,1
"2397",1,3,78,21708.36,0,0
"2398",1,2,79,5523.04,1,0
"2399",1,3,83,6377.91,0,1
"2400",1,0,83,31299.73,0,0
"2401",1,2,54,25584.35,0,1
"2402",1,0,34,56693.87,0,0
"2403",1,1,76,24729.42,0,0
"2404",1,3,59,7614.82,0,1
"2405",1,1,73,26231.41,0,0
"2406",1,2,63,37853.52,0,1
"2407",1,7,64,58347.69,0,0
"2408",1,0,30,58912.81,0,0
"2409",1,3,74,6703.29,0,0
"2410",1,0,59,8549.54,0,1
"2411",1,4,19,4200.47,0,1
"2412",1,4,60,3850.53,0,0
"2413",1,1,35,18575.29,0,0
"2414",1,0,54,39012.26,0,0
"2415",1,1,70,27755.77,0,1
"2416",1,1,68,98298.22,1,0
"2417",1,0,23,32253.8,1,1
"2418",1,2,23,47956.52,0,1
"2419",1,0,72,35534.12,1,1
"2420",1,0,50,46804.82,0,0
"2421",1,2,31,57226.99,0,0
"2422",1,3,43,34508.61,0,1
"2423",1,10,18,43660.61,0,1
"2424",1,1,25,8461.71,0,0
"2425",1,2,65,15264.99,0,1
"2426",1,2,61,78456.37,0,1
"2427",1,0,87,26944.14,0,0
"2428",1,2,62,28435.83,0,0
"2429",1,4,89,64651.67,1,0
"2430",1,1,25,21196.66,0,1
"2431",1,7,61,41959.76,0,1
"2432",1,2,28,29743.38,1,0
"2433",1,1,76,62190.11,0,0
"2434",1,1,34,27766.98,1,1
"2435",1,1,23,30756.71,0,0
"2436",1,1,24,55663.41,0,1
"2437",1,3,54,79846.9,1,1
"2438",1,2,69,27643.15,1,1
"2439",1,2,80,44078.45,1,1
"2440",1,2,30,64027.82,1,1
"2441",1,4,54,8996.2,0,0
"2442",1,1,35,19510.49,1,1
"2443",1,7,26,43467.62,0,1
"2444",1,0,19,59419.82,0,1
"2445",1,1,73,35143.78,0,1
"2446",1,1,29,50968.3,0,0
"2447",1,0,57,35587.78,0,1
"2448",1,3,82,46121.72,0,1
"2449",1,9,32,108839.1,0,0
"2450",1,1,71,18975.18,0,0
"2451",1,6,22,53008.8,0,0
"2452",1,4,26,76411.65,0,1
"2453",1,1,76,21542.79,0,1
"2454",1,2,28,24072.56,0,0
"2455",1,1,24,54215.89,1,1
"2456",1,3,55,45830.71,0,0
"2457",1,3,79,20415.05,0,1
"2458",1,1,76,28911.98,0,1
"2459",1,0,55,32193.76,0,1
"2460",1,3,73,22663.77,1,0
"2461",1,3,79,43925.68,0,1
"2462",1,2,78,18521.02,0,0
"2463",1,0,23,68335.57,0,0
"2464",1,6,49,48414.97,0,0
"2465",1,0,32,16170.08,0,0
"2466",1,0,41,58940.98,0,1
"2467",1,2,30,19498.34,0,0
"2468",1,1,37,69988.77,0,0
"2469",1,1,72,37908.68,0,1
"2470",1,2,55,21594.91,1,1
"2471",1,1,56,31529.9,0,0
"2472",1,4,43,35706.95,0,0
"2473",1,3,57,25408.07,1,1
"2474",1,4,74,29602.2,1,1
"2475",1,4,83,37471.31,0,1
"2476",1,1,43,5923.37,0,1
"2477",1,0,52,30227.9,0,1
"2478",1,0,54,108135.1,1,0
"2479",1,1,74,75295.21,0,1
"2480",1,0,46,64898.06,0,1
"2481",1,1,28,78472.21,0,1
"2482",1,3,43,31294.84,0,0
"2483",1,4,20,33348.43,0,0
"2484",1,1,64,53517.12,1,0
"2485",1,4,87,58015.78,0,0
"2486",1,0,32,90699.09,0,0
"2487",1,1,84,76925.67,0,1
"2488",1,0,88,27140.05,1,1
"2489",1,8,18,104480.4,1,0
"2490",1,1,59,81491.12,0,1
"2491",1,4,29,33192.8,0,1
"2492",1,1,50,40719.95,0,1
"2493",1,3,29,42866.35,0,1
"2494",1,0,40,35939.16,0,0
"2495",1,0,46,14709.22,0,1
"2496",1,0,54,101534,1,1
"2497",1,2,48,28100.13,0,0
"2498",1,5,62,55888.81,0,0
"2499",1,2,85,24604.91,0,0
"2500",1,3,81,8137.46,0,1
"2501",1,1,60,36643.74,1,0
"2502",1,0,56,24503.85,0,0
"2503",1,1,19,7332.51,0,0
"2504",1,2,75,14741.19,0,0
"2505",1,4,82,51673.68,0,0
"2506",1,7,66,29958.36,0,0
"2507",1,1,36,33929.5,0,0
"2508",1,1,26,5782.82,0,0
"2509",1,1,77,62989.06,1,0
"2510",1,0,19,47245.51,0,0
"2511",1,1,43,35261.47,0,0
"2512",1,0,31,53116.06,0,1
"2513",1,1,27,32014.25,1,1
"2514",1,4,40,18846.03,0,1
"2515",1,2,36,26639.43,0,1
"2516",1,3,64,17126.28,0,0
"2517",1,0,80,31155.68,0,1
"2518",1,0,41,17089.71,1,1
"2519",1,1,32,67354.4,1,1
"2520",1,1,18,43415.81,1,0
"2521",1,8,23,31697.79,0,1
"2522",1,0,57,57549.87,0,0
"2523",1,0,76,14876.32,0,1
"2524",1,2,80,16419.87,1,1
"2525",1,0,47,21028.18,0,1
"2526",1,0,22,901.21,0,0
"2527",1,0,74,71373.4,0,1
"2528",1,0,30,90664.75,1,0
"2529",1,1,33,23553.75,0,0
